session_id,user_id,session_start,session_end,device_id,browser,traffic_source,events_count
S001366,U00027,2025-09-23 01:34:01.390338,2025-09-23 01:56:55.390338,D2,Firefox,Organic,4
S001367,U00728,2025-09-23 01:03:00.390338,2025-09-23 01:29:36.390338,D1,Edge,Google,4
S001368,U01537,2025-09-22 03:47:11.390338,2025-09-22 03:58:27.390338,D2,Safari,Google,2
S001369,U01711,2025-09-22 10:31:21.390338,2025-09-22 10:44:55.390338,D2,Chrome,Organic,2
S001370,U00253,2025-09-22 21:01:07.390338,2025-09-22 21:12:51.390338,D1,Safari,Email,3
S001371,U01317,2025-09-22 06:40:08.390338,2025-09-22 07:03:54.390338,D3,Chrome,Email,3
S001372,U00597,2025-09-22 12:35:12.390338,2025-09-22 12:43:33.390338,D2,Safari,Organic,4
S001373,U01110,2025-09-23 00:48:45.390338,2025-09-23 01:04:07.390338,D3,Firefox,Email,2
S001374,U01759,2025-09-22 06:52:49.390338,2025-09-22 07:08:31.390338,D1,Chrome,Email,3
S001375,U01139,2025-09-22 09:21:15.390338,2025-09-22 09:42:14.390338,D1,Safari,Google,3
S001376,U01817,2025-09-22 04:47:44.390338,2025-09-22 05:02:54.390338,D2,Firefox,Facebook,3
S001377,U01870,2025-09-22 08:15:39.390338,2025-09-22 08:33:27.390338,D1,Safari,Email,3
S001378,U00296,2025-09-22 18:52:28.390338,2025-09-22 18:56:32.390338,D2,Safari,Facebook,2
S001379,U00517,2025-09-22 12:30:20.390338,2025-09-22 12:38:59.390338,D3,Safari,Email,3
S001380,U01512,2025-09-22 08:05:19.390338,2025-09-22 08:29:02.390338,D3,Safari,Google,4
S001381,U00023,2025-09-22 17:26:57.390338,2025-09-22 17:42:06.390338,D2,Firefox,Facebook,3
S001382,U00169,2025-09-22 17:29:49.390338,2025-09-22 17:53:51.390338,D1,Edge,Organic,3
S001383,U00263,2025-09-22 04:18:06.390338,2025-09-22 04:27:30.390338,D3,Safari,Organic,3
S001384,U00821,2025-09-22 06:21:16.390338,2025-09-22 06:32:19.390338,D2,Safari,Direct,3
S001385,U00680,2025-09-22 08:15:44.390338,2025-09-22 08:24:51.390338,D3,Firefox,Organic,2
S001386,U00894,2025-09-22 06:28:09.390338,2025-09-22 06:44:10.390338,D2,Edge,Direct,3
S001387,U01362,2025-09-22 12:56:30.390338,2025-09-22 13:08:53.390338,D2,Edge,Facebook,2
S001388,U00496,2025-09-22 22:41:03.390338,2025-09-22 23:00:20.390338,D2,Safari,Email,4
S001389,U00047,2025-09-22 06:43:04.390338,2025-09-22 06:53:12.390338,D2,Firefox,Organic,3
S001390,U01823,2025-09-23 00:34:43.390338,2025-09-23 00:48:07.390338,D2,Chrome,Direct,3
S001391,U01837,2025-09-23 01:57:55.390338,2025-09-23 02:22:03.390338,D2,Chrome,Facebook,4
S001392,U00436,2025-09-23 02:12:20.390338,2025-09-23 02:22:08.390338,D2,Firefox,Email,2
S001393,U00837,2025-09-22 09:55:55.390338,2025-09-22 10:05:26.390338,D1,Edge,Facebook,2
S001394,U01277,2025-09-22 07:34:53.390338,2025-09-22 07:50:14.390338,D1,Safari,Organic,3
S001395,U01202,2025-09-23 02:34:27.390338,2025-09-23 02:46:40.390338,D1,Chrome,Direct,3
S001396,U00216,2025-09-22 14:30:02.390338,2025-09-22 14:48:09.390338,D2,Safari,Email,3
S001397,U01948,2025-09-22 13:01:42.390338,2025-09-22 13:09:59.390338,D3,Safari,Organic,3
S001398,U00856,2025-09-22 13:17:59.390338,2025-09-22 13:36:39.390338,D3,Edge,Organic,4
S001399,U01011,2025-09-22 19:27:22.390338,2025-09-22 19:45:02.390338,D2,Edge,Direct,2
S001400,U01397,2025-09-22 22:43:32.390338,2025-09-22 22:56:49.390338,D1,Chrome,Facebook,4
S001401,U00536,2025-09-22 21:53:15.390338,2025-09-22 22:13:21.390338,D1,Edge,Direct,3
S001402,U00028,2025-09-22 03:28:55.390338,2025-09-22 03:35:20.390338,D2,Chrome,Direct,2
S001403,U00155,2025-09-22 21:02:13.390338,2025-09-22 21:14:13.390338,D3,Safari,Facebook,2
S001404,U01330,2025-09-22 20:23:37.390338,2025-09-22 20:31:31.390338,D2,Edge,Organic,3
S001405,U00892,2025-09-23 00:59:37.390338,2025-09-23 01:14:30.390338,D2,Chrome,Direct,4
S001406,U00527,2025-09-22 23:00:03.390338,2025-09-22 23:19:07.390338,D3,Firefox,Email,3
S001407,U00771,2025-09-22 14:17:55.390338,2025-09-22 14:30:15.390338,D3,Firefox,Organic,2
S001408,U01096,2025-09-22 17:08:51.390338,2025-09-22 17:30:04.390338,D2,Edge,Google,3
S001409,U01200,2025-09-22 22:26:08.390338,2025-09-22 22:50:25.390338,D3,Edge,Facebook,3
S001410,U01058,2025-09-22 12:21:11.390338,2025-09-22 12:40:58.390338,D1,Edge,Facebook,3
S001411,U00049,2025-09-22 07:51:54.390338,2025-09-22 08:06:03.390338,D2,Edge,Email,3
S001412,U00035,2025-09-22 05:44:19.390338,2025-09-22 05:47:50.390338,D2,Safari,Email,3
S001413,U00107,2025-09-22 17:13:51.390338,2025-09-22 17:27:47.390338,D3,Firefox,Direct,2
S001414,U00671,2025-09-22 12:46:28.390338,2025-09-22 13:00:40.390338,D1,Firefox,Email,3
S001415,U00610,2025-09-22 08:14:42.390338,2025-09-22 08:30:47.390338,D3,Chrome,Google,2
S001416,U01238,2025-09-22 16:44:18.390338,2025-09-22 16:53:36.390338,D2,Safari,Google,2
S001417,U01624,2025-09-22 11:46:22.390338,2025-09-22 12:03:26.390338,D1,Safari,Direct,3
S001418,U01305,2025-09-22 08:39:28.390338,2025-09-22 08:50:08.390338,D3,Chrome,Google,2
S001419,U01474,2025-09-22 14:21:21.390338,2025-09-22 14:36:00.390338,D3,Chrome,Facebook,2
S001420,U00482,2025-09-22 11:09:14.390338,2025-09-22 11:19:50.390338,D1,Safari,Organic,3
S001421,U00898,2025-09-22 03:41:52.390338,2025-09-22 03:52:34.390338,D1,Edge,Email,2
S001422,U00125,2025-09-23 08:59:21.390338,2025-09-23 09:10:17.390338,D3,Edge,Google,3
S001423,U01330,2025-09-23 17:25:07.390338,2025-09-23 17:42:15.390338,D1,Firefox,Direct,3
S001424,U00971,2025-09-23 20:36:50.390338,2025-09-23 20:50:29.390338,D3,Firefox,Facebook,2
S001425,U00724,2025-09-23 13:03:56.390338,2025-09-23 13:16:11.390338,D1,Firefox,Organic,2
S001426,U00807,2025-09-23 07:41:20.390338,2025-09-23 07:50:59.390338,D3,Safari,Google,3
S001427,U01916,2025-09-23 21:28:54.390338,2025-09-23 21:45:08.390338,D1,Firefox,Direct,3
S001428,U00564,2025-09-23 23:17:17.390338,2025-09-23 23:32:50.390338,D2,Chrome,Facebook,3
S001429,U01347,2025-09-23 23:25:26.390338,2025-09-23 23:45:50.390338,D3,Safari,Direct,4
S001430,U00558,2025-09-23 04:42:41.390338,2025-09-23 04:47:12.390338,D1,Safari,Facebook,2
S001431,U01924,2025-09-24 00:22:09.390338,2025-09-24 00:29:12.390338,D3,Safari,Google,3
S001432,U01738,2025-09-23 17:09:54.390338,2025-09-23 17:18:32.390338,D2,Firefox,Email,3
S001433,U01073,2025-09-23 23:05:45.390338,2025-09-23 23:12:39.390338,D3,Firefox,Email,2
S001434,U01337,2025-09-23 16:59:23.390338,2025-09-23 17:08:30.390338,D1,Firefox,Direct,2
S001435,U00792,2025-09-23 06:41:11.390338,2025-09-23 06:55:18.390338,D2,Firefox,Email,3
S001436,U00540,2025-09-24 00:59:14.390338,2025-09-24 01:16:53.390338,D3,Chrome,Organic,3
S001437,U00790,2025-09-23 12:29:58.390338,2025-09-23 12:43:08.390338,D1,Firefox,Direct,2
S001438,U01477,2025-09-24 02:17:04.390338,2025-09-24 02:19:20.390338,D1,Chrome,Facebook,1
S001439,U01477,2025-09-23 09:10:08.390338,2025-09-23 09:28:11.390338,D2,Safari,Google,3
S001440,U01826,2025-09-23 10:16:46.390338,2025-09-23 10:29:39.390338,D1,Firefox,Google,3
S001441,U00151,2025-09-23 19:43:57.390338,2025-09-23 20:03:17.390338,D1,Safari,Organic,3
S001442,U00840,2025-09-23 04:30:09.390338,2025-09-23 04:50:19.390338,D2,Edge,Direct,4
S001443,U00987,2025-09-24 02:55:47.390338,2025-09-24 03:01:24.390338,D1,Edge,Google,2
S001444,U00312,2025-09-23 09:44:45.390338,2025-09-23 09:58:19.390338,D2,Chrome,Organic,3
S001445,U00315,2025-09-23 04:31:21.390338,2025-09-23 04:32:51.390338,D2,Edge,Organic,2
S001446,U00393,2025-09-23 15:29:57.390338,2025-09-23 15:31:50.390338,D3,Safari,Email,1
S001447,U00123,2025-09-23 09:55:39.390338,2025-09-23 10:10:23.390338,D2,Chrome,Direct,3
S001448,U01767,2025-09-24 01:49:17.390338,2025-09-24 02:00:02.390338,D2,Firefox,Google,2
S001449,U00357,2025-09-23 22:42:34.390338,2025-09-23 22:49:31.390338,D3,Chrome,Direct,3
S001450,U01935,2025-09-23 16:15:08.390338,2025-09-23 16:28:38.390338,D3,Safari,Direct,2
S001451,U00617,2025-09-23 10:00:33.390338,2025-09-23 10:08:36.390338,D1,Firefox,Google,2
S001452,U01375,2025-09-24 03:16:10.390338,2025-09-24 03:33:22.390338,D1,Edge,Facebook,3
S001453,U00964,2025-09-23 11:12:48.390338,2025-09-23 11:17:03.390338,D3,Edge,Organic,1
S001454,U00925,2025-09-24 00:51:45.390338,2025-09-24 01:03:38.390338,D3,Edge,Direct,2
S001455,U00868,2025-09-23 13:19:57.390338,2025-09-23 13:30:21.390338,D1,Chrome,Organic,2
S001456,U01356,2025-09-24 01:10:37.390338,2025-09-24 01:26:00.390338,D1,Firefox,Email,3
S001457,U00956,2025-09-24 00:18:41.390338,2025-09-24 00:38:09.390338,D3,Firefox,Direct,4
S001458,U01629,2025-09-23 21:52:49.390338,2025-09-23 22:07:16.390338,D2,Firefox,Email,3
S001459,U00224,2025-09-23 14:48:49.390338,2025-09-23 15:12:28.390338,D3,Chrome,Organic,3
S001460,U00274,2025-09-23 19:15:29.390338,2025-09-23 19:33:34.390338,D2,Chrome,Organic,4
S001461,U00932,2025-09-23 19:17:04.390338,2025-09-23 19:35:18.390338,D3,Safari,Email,2
S001462,U01015,2025-09-23 08:26:46.390338,2025-09-23 08:44:10.390338,D2,Safari,Direct,4
S001463,U00335,2025-09-23 18:30:17.390338,2025-09-23 18:37:39.390338,D3,Edge,Facebook,2
S001464,U00968,2025-09-23 19:49:25.390338,2025-09-23 19:57:52.390338,D1,Firefox,Direct,1
S001465,U01694,2025-09-23 10:07:10.390338,2025-09-23 10:32:10.390338,D2,Firefox,Google,5
S001466,U00036,2025-09-23 13:07:35.390338,2025-09-23 13:33:31.390338,D3,Edge,Organic,4
S001467,U01753,2025-09-23 16:15:40.390338,2025-09-23 16:25:37.390338,D3,Edge,Organic,2
S001468,U01941,2025-09-23 12:44:27.390338,2025-09-23 13:00:34.390338,D3,Edge,Email,3
S001469,U00206,2025-09-23 06:02:26.390338,2025-09-23 06:10:03.390338,D1,Safari,Direct,2
S001470,U01017,2025-09-23 14:37:37.390338,2025-09-23 14:52:15.390338,D1,Chrome,Email,4
S001471,U00775,2025-09-23 23:15:00.390338,2025-09-23 23:37:53.390338,D1,Chrome,Direct,3
S001472,U01225,2025-09-24 02:01:18.390338,2025-09-24 02:18:07.390338,D1,Edge,Organic,3
S001473,U00541,2025-09-23 13:02:45.390338,2025-09-23 13:09:20.390338,D3,Safari,Direct,2
S001474,U01398,2025-09-23 22:50:06.390338,2025-09-23 23:15:21.390338,D3,Firefox,Direct,4
S001475,U01719,2025-09-23 20:47:54.390338,2025-09-23 21:23:52.390338,D1,Firefox,Google,5
S001476,U00241,2025-09-24 03:25:34.390338,2025-09-24 03:52:10.390338,D3,Edge,Email,4
S001477,U00792,2025-09-23 05:59:22.390338,2025-09-23 06:01:25.390338,D2,Chrome,Facebook,1
S001478,U01129,2025-09-24 02:47:42.390338,2025-09-24 03:03:44.390338,D3,Edge,Organic,3
S001479,U01905,2025-09-23 15:15:55.390338,2025-09-23 15:28:57.390338,D2,Firefox,Facebook,3
S001480,U01094,2025-09-23 10:40:13.390338,2025-09-23 10:54:24.390338,D2,Safari,Email,3
S001481,U01849,2025-09-23 11:19:33.390338,2025-09-23 11:35:09.390338,D2,Chrome,Organic,2
S001482,U00217,2025-09-23 04:28:20.390338,2025-09-23 04:45:09.390338,D2,Safari,Facebook,3
S001483,U00294,2025-09-24 00:09:23.390338,2025-09-24 00:20:48.390338,D3,Safari,Direct,2
S001484,U00460,2025-09-23 10:45:31.390338,2025-09-23 11:04:29.390338,D2,Edge,Direct,3
S001485,U00403,2025-09-23 15:52:58.390338,2025-09-23 16:07:47.390338,D1,Edge,Google,2
S001486,U01773,2025-09-23 12:37:50.390338,2025-09-23 13:02:06.390338,D1,Safari,Email,3
S001487,U00455,2025-09-24 03:16:57.390338,2025-09-24 03:30:55.390338,D3,Edge,Direct,3
S001488,U01848,2025-09-23 12:16:47.390338,2025-09-23 12:28:58.390338,D1,Safari,Facebook,3
S001489,U01179,2025-09-23 08:37:05.390338,2025-09-23 08:51:31.390338,D1,Safari,Email,3
S001490,U00213,2025-09-23 21:13:10.390338,2025-09-23 21:28:35.390338,D3,Chrome,Email,3
S001491,U00736,2025-09-23 08:10:54.390338,2025-09-23 08:24:53.390338,D3,Firefox,Organic,3
S001492,U01620,2025-09-23 22:12:23.390338,2025-09-23 22:13:49.390338,D3,Edge,Organic,1
S001493,U01128,2025-09-23 07:57:33.390338,2025-09-23 08:03:45.390338,D1,Firefox,Email,2
S001494,U00708,2025-09-23 08:26:31.390338,2025-09-23 08:42:40.390338,D2,Firefox,Facebook,3
S001495,U01688,2025-09-23 06:06:52.390338,2025-09-23 06:19:05.390338,D3,Edge,Organic,4
S001496,U01289,2025-09-23 22:32:07.390338,2025-09-23 22:44:49.390338,D3,Chrome,Email,3
S001497,U01708,2025-09-23 16:04:09.390338,2025-09-23 16:19:37.390338,D3,Firefox,Google,2
S001498,U00725,2025-09-24 01:38:13.390338,2025-09-24 01:56:01.390338,D3,Chrome,Email,3
S001499,U00052,2025-09-23 05:53:13.390338,2025-09-23 05:59:10.390338,D2,Firefox,Google,2
S001500,U01039,2025-09-23 18:21:27.390338,2025-09-23 18:44:38.390338,D2,Edge,Organic,3
S001501,U00415,2025-09-23 09:40:25.390338,2025-09-23 09:49:13.390338,D3,Firefox,Email,2
S001502,U00983,2025-09-23 16:22:00.390338,2025-09-23 16:31:27.390338,D3,Safari,Google,2
S001503,U01908,2025-09-23 17:36:38.390338,2025-09-23 17:50:54.390338,D3,Safari,Direct,3
S001504,U01071,2025-09-23 13:07:42.390338,2025-09-23 13:29:03.390338,D1,Chrome,Google,3
S001505,U01734,2025-09-24 01:21:42.390338,2025-09-24 01:38:00.390338,D2,Safari,Facebook,2
S001506,U00745,2025-09-24 02:58:59.390338,2025-09-24 03:12:11.390338,D1,Safari,Facebook,4
S001507,U01404,2025-09-23 18:27:15.390338,2025-09-23 18:42:01.390338,D3,Edge,Email,4
S001508,U00468,2025-09-23 21:15:16.390338,2025-09-23 21:17:35.390338,D2,Edge,Direct,3
S001509,U00936,2025-09-23 09:23:56.390338,2025-09-23 09:41:55.390338,D1,Safari,Direct,3
S001510,U00928,2025-09-23 18:58:25.390338,2025-09-23 19:13:56.390338,D2,Safari,Google,3
S001511,U01688,2025-09-23 14:55:12.390338,2025-09-23 15:06:56.390338,D3,Firefox,Email,2
S001512,U01885,2025-09-23 12:24:51.390338,2025-09-23 12:36:09.390338,D3,Chrome,Direct,2
S001513,U01261,2025-09-23 05:08:12.390338,2025-09-23 05:17:44.390338,D2,Chrome,Email,2
S001514,U00327,2025-09-23 17:55:52.390338,2025-09-23 18:14:42.390338,D3,Edge,Direct,3
S001515,U01122,2025-09-23 16:13:29.390338,2025-09-23 16:36:33.390338,D1,Safari,Facebook,4
S001516,U00943,2025-09-24 01:24:03.390338,2025-09-24 01:32:37.390338,D1,Chrome,Facebook,2
S001517,U00985,2025-09-23 14:50:53.390338,2025-09-23 15:20:35.390338,D1,Chrome,Direct,5
S001518,U01556,2025-09-23 18:56:34.390338,2025-09-23 19:05:10.390338,D2,Chrome,Organic,2
S001519,U01231,2025-09-23 19:52:39.390338,2025-09-23 20:01:38.390338,D3,Chrome,Direct,4
S001520,U01316,2025-09-23 08:40:26.390338,2025-09-23 08:54:13.390338,D1,Firefox,Email,2
S001521,U00780,2025-09-23 11:19:53.390338,2025-09-23 11:32:55.390338,D2,Edge,Google,2
S001522,U00491,2025-09-23 04:54:23.390338,2025-09-23 05:10:48.390338,D3,Safari,Email,2
S001523,U00196,2025-09-24 15:37:22.390338,2025-09-24 15:55:50.390338,D1,Firefox,Organic,4
S001524,U01698,2025-09-25 01:59:13.390338,2025-09-25 02:18:51.390338,D1,Firefox,Facebook,4
S001525,U01432,2025-09-25 03:23:46.390338,2025-09-25 03:48:06.390338,D2,Firefox,Email,4
S001526,U01861,2025-09-24 10:10:33.390338,2025-09-24 10:26:24.390338,D2,Firefox,Direct,3
S001527,U00785,2025-09-24 11:36:29.390338,2025-09-24 11:57:04.390338,D3,Edge,Google,3
S001528,U00448,2025-09-24 16:48:56.390338,2025-09-24 17:07:40.390338,D1,Edge,Email,2
S001529,U01951,2025-09-24 04:16:21.390338,2025-09-24 04:28:35.390338,D2,Firefox,Direct,3
S001530,U00840,2025-09-24 18:08:20.390338,2025-09-24 18:19:10.390338,D2,Edge,Direct,2
S001531,U00793,2025-09-24 08:56:02.390338,2025-09-24 09:10:02.390338,D3,Firefox,Organic,2
S001532,U00910,2025-09-24 21:45:48.390338,2025-09-24 22:10:30.390338,D3,Safari,Facebook,3
S001533,U00329,2025-09-24 08:46:17.390338,2025-09-24 08:59:35.390338,D3,Chrome,Facebook,2
S001534,U01743,2025-09-24 21:29:45.390338,2025-09-24 21:36:10.390338,D1,Chrome,Google,3
S001535,U00310,2025-09-24 22:12:19.390338,2025-09-24 22:27:48.390338,D2,Safari,Facebook,2
S001536,U00327,2025-09-24 12:19:46.390338,2025-09-24 12:34:03.390338,D2,Edge,Email,3
S001537,U00677,2025-09-24 05:46:06.390338,2025-09-24 05:52:42.390338,D2,Chrome,Facebook,2
S001538,U01933,2025-09-24 22:46:30.390338,2025-09-24 22:57:12.390338,D1,Firefox,Organic,2
S001539,U01620,2025-09-24 22:00:55.390338,2025-09-24 22:14:57.390338,D3,Safari,Email,2
S001540,U01218,2025-09-25 02:39:22.390338,2025-09-25 02:55:19.390338,D3,Safari,Organic,3
S001541,U01408,2025-09-25 02:56:47.390338,2025-09-25 03:12:35.390338,D1,Safari,Direct,3
S001542,U01875,2025-09-24 10:25:23.390338,2025-09-24 10:41:15.390338,D2,Safari,Organic,2
S001543,U01408,2025-09-24 10:11:46.390338,2025-09-24 10:34:15.390338,D1,Edge,Google,3
S001544,U00553,2025-09-24 12:37:25.390338,2025-09-24 13:03:29.390338,D1,Edge,Email,3
S001545,U00414,2025-09-24 13:46:39.390338,2025-09-24 14:02:30.390338,D3,Edge,Organic,3
S001546,U00031,2025-09-24 23:44:46.390338,2025-09-25 00:04:35.390338,D2,Firefox,Organic,3
S001547,U00195,2025-09-24 18:33:42.390338,2025-09-24 18:47:53.390338,D3,Chrome,Direct,3
S001548,U00913,2025-09-25 02:48:52.390338,2025-09-25 03:00:43.390338,D1,Chrome,Email,2
S001549,U00965,2025-09-25 02:09:55.390338,2025-09-25 02:24:42.390338,D3,Safari,Direct,5
S001550,U00266,2025-09-25 03:25:05.390338,2025-09-25 03:47:22.390338,D2,Firefox,Email,3
S001551,U01589,2025-09-24 23:30:14.390338,2025-09-24 23:38:19.390338,D3,Edge,Email,3
S001552,U00111,2025-09-24 12:08:04.390338,2025-09-24 12:25:46.390338,D3,Firefox,Organic,2
S001553,U00261,2025-09-24 09:56:42.390338,2025-09-24 10:17:37.390338,D3,Firefox,Facebook,4
S001554,U00352,2025-09-24 05:49:50.390338,2025-09-24 05:56:48.390338,D1,Edge,Email,3
S001555,U01434,2025-09-24 07:38:29.390338,2025-09-24 07:51:13.390338,D2,Edge,Organic,2
S001556,U01350,2025-09-24 06:07:22.390338,2025-09-24 06:28:14.390338,D1,Chrome,Google,3
S001557,U01474,2025-09-24 15:00:47.390338,2025-09-24 15:21:00.390338,D2,Chrome,Organic,3
S001558,U01211,2025-09-24 19:31:09.390338,2025-09-24 19:47:43.390338,D3,Safari,Direct,3
S001559,U01917,2025-09-24 17:57:22.390338,2025-09-24 18:06:52.390338,D1,Safari,Organic,2
S001560,U00480,2025-09-25 02:49:27.390338,2025-09-25 02:59:02.390338,D3,Safari,Facebook,2
S001561,U01925,2025-09-24 23:23:09.390338,2025-09-24 23:35:08.390338,D3,Chrome,Email,4
S001562,U00073,2025-09-24 05:48:48.390338,2025-09-24 06:09:09.390338,D2,Firefox,Direct,3
S001563,U01286,2025-09-24 14:07:41.390338,2025-09-24 14:27:40.390338,D1,Edge,Direct,3
S001564,U01630,2025-09-24 15:37:33.390338,2025-09-24 15:51:32.390338,D1,Safari,Facebook,3
S001565,U00228,2025-09-24 17:39:08.390338,2025-09-24 17:57:06.390338,D3,Edge,Direct,3
S001566,U01613,2025-09-24 14:27:46.390338,2025-09-24 14:32:12.390338,D2,Chrome,Direct,2
S001567,U00614,2025-09-25 02:10:40.390338,2025-09-25 02:29:32.390338,D1,Chrome,Facebook,3
S001568,U00504,2025-09-24 07:24:55.390338,2025-09-24 07:47:52.390338,D2,Edge,Direct,3
S001569,U00937,2025-09-24 04:34:29.390338,2025-09-24 04:49:02.390338,D3,Safari,Organic,3
S001570,U01765,2025-09-24 18:27:15.390338,2025-09-24 18:52:03.390338,D1,Edge,Facebook,4
S001571,U00635,2025-09-24 22:12:15.390338,2025-09-24 22:29:31.390338,D1,Safari,Google,3
S001572,U01648,2025-09-24 04:02:37.390338,2025-09-24 04:11:51.390338,D1,Chrome,Google,3
S001573,U00243,2025-09-24 14:49:46.390338,2025-09-24 15:05:04.390338,D1,Firefox,Facebook,3
S001574,U00570,2025-09-25 01:58:13.390338,2025-09-25 02:18:54.390338,D1,Firefox,Google,3
S001575,U01062,2025-09-24 05:05:42.390338,2025-09-24 05:22:33.390338,D2,Chrome,Email,4
S001576,U01368,2025-09-24 15:38:43.390338,2025-09-24 16:07:00.390338,D1,Safari,Google,5
S001577,U01428,2025-09-24 09:13:51.390338,2025-09-24 09:21:24.390338,D2,Safari,Google,2
S001578,U01933,2025-09-24 17:18:16.390338,2025-09-24 17:26:03.390338,D2,Safari,Direct,2
S001579,U01885,2025-09-24 10:56:38.390338,2025-09-24 11:24:04.390338,D3,Chrome,Facebook,4
S001580,U00452,2025-09-24 14:30:23.390338,2025-09-24 14:39:48.390338,D3,Firefox,Google,2
S001581,U00771,2025-09-24 09:19:28.390338,2025-09-24 09:39:55.390338,D1,Safari,Email,3
S001582,U00909,2025-09-25 00:09:28.390338,2025-09-25 00:17:29.390338,D2,Firefox,Direct,2
S001583,U01778,2025-09-24 05:57:19.390338,2025-09-24 06:06:07.390338,D2,Chrome,Organic,2
S001584,U00565,2025-09-25 03:03:17.390338,2025-09-25 03:17:34.390338,D1,Chrome,Email,3
S001585,U00173,2025-09-24 06:36:50.390338,2025-09-24 06:41:13.390338,D2,Firefox,Organic,2
S001586,U00905,2025-09-24 08:16:03.390338,2025-09-24 08:34:47.390338,D3,Chrome,Facebook,4
S001587,U00284,2025-09-24 21:47:32.390338,2025-09-24 22:05:18.390338,D1,Chrome,Email,4
S001588,U01864,2025-09-24 17:14:29.390338,2025-09-24 17:34:01.390338,D3,Chrome,Facebook,4
S001589,U00449,2025-09-24 07:54:12.390338,2025-09-24 08:16:13.390338,D1,Firefox,Facebook,3
S001590,U00957,2025-09-24 05:52:45.390338,2025-09-24 06:10:04.390338,D3,Edge,Facebook,3
S001591,U01986,2025-09-24 03:45:38.390338,2025-09-24 03:52:56.390338,D1,Firefox,Direct,2
S001592,U00430,2025-09-24 03:54:24.390338,2025-09-24 04:17:19.390338,D2,Firefox,Facebook,3
S001593,U00211,2025-09-24 17:34:03.390338,2025-09-24 17:52:51.390338,D1,Edge,Email,3
S001594,U01769,2025-09-24 10:59:53.390338,2025-09-24 11:22:13.390338,D2,Edge,Email,3
S001595,U00679,2025-09-24 16:36:29.390338,2025-09-24 16:40:38.390338,D3,Edge,Direct,2
S001596,U00840,2025-09-25 02:34:14.390338,2025-09-25 02:51:38.390338,D3,Edge,Facebook,3
S001597,U01849,2025-09-24 10:29:24.390338,2025-09-24 10:38:00.390338,D3,Edge,Organic,4
S001598,U00846,2025-09-24 10:08:55.390338,2025-09-24 10:16:45.390338,D1,Edge,Organic,2
S001599,U01772,2025-09-24 09:15:10.390338,2025-09-24 09:26:31.390338,D1,Edge,Facebook,2
S001600,U00196,2025-09-24 18:14:13.390338,2025-09-24 18:30:51.390338,D3,Chrome,Email,3
S001601,U01556,2025-09-24 17:03:33.390338,2025-09-24 17:06:58.390338,D1,Firefox,Direct,1
S001602,U00191,2025-09-24 08:11:35.390338,2025-09-24 08:27:02.390338,D3,Edge,Organic,2
S001603,U00067,2025-09-24 18:53:33.390338,2025-09-24 19:17:31.390338,D3,Firefox,Google,4
S001604,U00564,2025-09-24 12:05:15.390338,2025-09-24 12:25:25.390338,D1,Chrome,Google,3
S001605,U01014,2025-09-24 19:07:41.390338,2025-09-24 19:32:32.390338,D3,Edge,Google,4
S001606,U00691,2025-09-24 05:15:24.390338,2025-09-24 05:32:03.390338,D1,Safari,Direct,3
S001607,U01947,2025-09-24 21:15:26.390338,2025-09-24 21:22:44.390338,D1,Firefox,Facebook,3
S001608,U01055,2025-09-25 01:40:23.390338,2025-09-25 01:52:38.390338,D1,Chrome,Email,2
S001609,U01004,2025-09-24 06:12:41.390338,2025-09-24 06:26:59.390338,D2,Firefox,Direct,3
S001610,U01958,2025-09-24 19:19:35.390338,2025-09-24 19:30:46.390338,D3,Edge,Google,3
S001611,U01129,2025-09-24 06:50:57.390338,2025-09-24 07:14:38.390338,D1,Edge,Google,3
S001612,U01959,2025-09-24 17:42:38.390338,2025-09-24 17:50:52.390338,D1,Firefox,Google,2
S001613,U01247,2025-09-25 02:04:02.390338,2025-09-25 02:26:35.390338,D3,Firefox,Facebook,4
S001614,U00592,2025-09-24 09:12:35.390338,2025-09-24 09:39:25.390338,D2,Firefox,Facebook,4
S001615,U00479,2025-09-24 10:32:22.390338,2025-09-24 10:57:36.390338,D3,Safari,Email,4
S001616,U00376,2025-09-25 18:30:06.390338,2025-09-25 18:48:16.390338,D1,Edge,Facebook,2
S001617,U01117,2025-09-25 21:15:52.390338,2025-09-25 21:30:50.390338,D1,Edge,Direct,2
S001618,U00476,2025-09-25 07:11:48.390338,2025-09-25 07:20:49.390338,D1,Safari,Direct,3
S001619,U01268,2025-09-25 20:39:01.390338,2025-09-25 20:54:33.390338,D3,Safari,Email,3
S001620,U00478,2025-09-25 20:44:24.390338,2025-09-25 20:54:46.390338,D1,Firefox,Email,4
S001621,U01517,2025-09-25 08:07:31.390338,2025-09-25 08:19:58.390338,D3,Safari,Google,2
S001622,U00954,2025-09-25 15:08:15.390338,2025-09-25 15:31:02.390338,D2,Safari,Organic,4
S001623,U01517,2025-09-25 06:43:10.390338,2025-09-25 07:06:18.390338,D1,Safari,Google,3
S001624,U00380,2025-09-26 03:10:57.390338,2025-09-26 03:31:35.390338,D3,Firefox,Direct,4
S001625,U00965,2025-09-25 04:51:08.390338,2025-09-25 05:18:26.390338,D1,Chrome,Email,5
S001626,U00587,2025-09-25 20:02:00.390338,2025-09-25 20:17:03.390338,D2,Safari,Facebook,3
S001627,U01922,2025-09-25 21:29:25.390338,2025-09-25 21:42:44.390338,D3,Chrome,Facebook,3
